ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF5890,STD077,Further Mathematics,SS2,First Term,41,E8
PERF5891,STD077,Further Mathematics,SS2,Second Term,53,C6
PERF5892,STD077,Further Mathematics,SS2,Third Term,60,C4
PERF5893,STD077,Further Mathematics,SS3,First Term,82,A1
PERF5894,STD077,Further Mathematics,SS3,Second Term,86,A1
PERF5895,STD077,Further Mathematics,SS3,Third Term,70,B2
PERF5896,STD077,Garment Making,SS1,First Term,72,B2
PERF5897,STD077,Garment Making,SS1,Second Term,65,B3
PERF5898,STD077,Garment Making,SS1,Third Term,24,F9
PERF5899,STD077,Garment Making,SS2,First Term,22,F9
PERF5900,STD077,Garment Making,SS2,Second Term,14,F9
PERF5901,STD077,Garment Making,SS2,Third Term,44,E8
PERF5902,STD077,Garment Making,SS3,First Term,19,F9
PERF5903,STD077,Garment Making,SS3,Second Term,14,F9
PERF5904,STD077,Garment Making,SS3,Third Term,73,B2
PERF5905,STD078,English Studies,SS1,First Term,75,A1
PERF5906,STD078,English Studies,SS1,Second Term,24,F9
PERF5907,STD078,English Studies,SS1,Third Term,83,A1
PERF5908,STD078,English Studies,SS2,First Term,44,E8
PERF5909,STD078,English Studies,SS2,Second Term,57,C5
PERF5910,STD078,English Studies,SS2,Third Term,47,D7
PERF5911,STD078,English Studies,SS3,First Term,25,F9
PERF5912,STD078,English Studies,SS3,Second Term,27,F9
PERF5913,STD078,English Studies,SS3,Third Term,69,B3
PERF5914,STD078,Mathematics,SS1,First Term,86,A1
PERF5915,STD078,Mathematics,SS1,Second Term,47,D7
PERF5916,STD078,Mathematics,SS1,Third Term,44,E8
PERF5917,STD078,Mathematics,SS2,First Term,32,F9
PERF5918,STD078,Mathematics,SS2,Second Term,17,F9
PERF5919,STD078,Mathematics,SS2,Third Term,33,F9
PERF5920,STD078,Mathematics,SS3,First Term,75,A1
PERF5921,STD078,Mathematics,SS3,Second Term,66,B3
PERF5922,STD078,Mathematics,SS3,Third Term,75,A1
PERF5923,STD078,Civic Education,SS1,First Term,55,C5
PERF5924,STD078,Civic Education,SS1,Second Term,88,A1
PERF5925,STD078,Civic Education,SS1,Third Term,94,A1
PERF5926,STD078,Civic Education,SS2,First Term,88,A1
PERF5927,STD078,Civic Education,SS2,Second Term,70,B2
PERF5928,STD078,Civic Education,SS2,Third Term,14,F9
PERF5929,STD078,Civic Education,SS3,First Term,21,F9
PERF5930,STD078,Civic Education,SS3,Second Term,59,C5
PERF5931,STD078,Civic Education,SS3,Third Term,37,F9
PERF5932,STD078,Agricultural Science,SS1,First Term,38,F9
PERF5933,STD078,Agricultural Science,SS1,Second Term,54,C6
PERF5934,STD078,Agricultural Science,SS1,Third Term,28,F9
PERF5935,STD078,Agricultural Science,SS2,First Term,86,A1
PERF5936,STD078,Agricultural Science,SS2,Second Term,20,F9
PERF5937,STD078,Agricultural Science,SS2,Third Term,40,E8
PERF5938,STD078,Agricultural Science,SS3,First Term,15,F9
PERF5939,STD078,Agricultural Science,SS3,Second Term,88,A1
PERF5940,STD078,Agricultural Science,SS3,Third Term,13,F9
PERF5941,STD078,Geography,SS1,First Term,88,A1
PERF5942,STD078,Geography,SS1,Second Term,75,A1
PERF5943,STD078,Geography,SS1,Third Term,64,C4
PERF5944,STD078,Geography,SS2,First Term,89,A1
PERF5945,STD078,Geography,SS2,Second Term,57,C5
PERF5946,STD078,Geography,SS2,Third Term,64,C4
PERF5947,STD078,Geography,SS3,First Term,75,A1
PERF5948,STD078,Geography,SS3,Second Term,83,A1
PERF5949,STD078,Geography,SS3,Third Term,42,E8
PERF5950,STD078,Food & Nutrition,SS1,First Term,13,F9
PERF5951,STD078,Food & Nutrition,SS1,Second Term,33,F9
PERF5952,STD078,Food & Nutrition,SS1,Third Term,30,F9
PERF5953,STD078,Food & Nutrition,SS2,First Term,30,F9
PERF5954,STD078,Food & Nutrition,SS2,Second Term,33,F9
PERF5955,STD078,Food & Nutrition,SS2,Third Term,39,F9
PERF5956,STD078,Food & Nutrition,SS3,First Term,36,F9
PERF5957,STD078,Food & Nutrition,SS3,Second Term,74,B2
PERF5958,STD078,Food & Nutrition,SS3,Third Term,76,A1
PERF5959,STD078,Chemistry,SS1,First Term,53,C6
PERF5960,STD078,Chemistry,SS1,Second Term,88,A1
PERF5961,STD078,Chemistry,SS1,Third Term,32,F9
PERF5962,STD078,Chemistry,SS2,First Term,75,A1
PERF5963,STD078,Chemistry,SS2,Second Term,73,B2
PERF5964,STD078,Chemistry,SS2,Third Term,26,F9
PERF5965,STD078,Chemistry,SS3,First Term,33,F9
PERF5966,STD078,Chemistry,SS3,Second Term,67,B3
PERF5967,STD078,Chemistry,SS3,Third Term,31,F9
PERF5968,STD078,Marketing,SS1,First Term,77,A1
PERF5969,STD078,Marketing,SS1,Second Term,16,F9
PERF5970,STD078,Marketing,SS1,Third Term,74,B2
PERF5971,STD078,Marketing,SS2,First Term,33,F9
PERF5972,STD078,Marketing,SS2,Second Term,92,A1
PERF5973,STD078,Marketing,SS2,Third Term,30,F9
PERF5974,STD078,Marketing,SS3,First Term,40,E8
PERF5975,STD078,Marketing,SS3,Second Term,49,D7
PERF5976,STD078,Marketing,SS3,Third Term,52,C6
PERF5977,STD079,English Studies,SS1,First Term,30,F9
PERF5978,STD079,English Studies,SS1,Second Term,16,F9
PERF5979,STD079,English Studies,SS1,Third Term,45,D7
PERF5980,STD079,English Studies,SS2,First Term,91,A1
PERF5981,STD079,English Studies,SS2,Second Term,66,B3
PERF5982,STD079,English Studies,SS2,Third Term,61,C4
PERF5983,STD079,English Studies,SS3,First Term,48,D7
PERF5984,STD079,English Studies,SS3,Second Term,31,F9
PERF5985,STD079,English Studies,SS3,Third Term,41,E8
PERF5986,STD079,Mathematics,SS1,First Term,78,A1
PERF5987,STD079,Mathematics,SS1,Second Term,18,F9
PERF5988,STD079,Mathematics,SS1,Third Term,60,C4
PERF5989,STD079,Mathematics,SS2,First Term,55,C5
PERF5990,STD079,Mathematics,SS2,Second Term,49,D7
PERF5991,STD079,Mathematics,SS2,Third Term,68,B3
PERF5992,STD079,Mathematics,SS3,First Term,35,F9
PERF5993,STD079,Mathematics,SS3,Second Term,71,B2
PERF5994,STD079,Mathematics,SS3,Third Term,77,A1
PERF5995,STD079,Civic Education,SS1,First Term,71,B2
PERF5996,STD079,Civic Education,SS1,Second Term,12,F9
PERF5997,STD079,Civic Education,SS1,Third Term,39,F9
PERF5998,STD079,Civic Education,SS2,First Term,47,D7
PERF5999,STD079,Civic Education,SS2,Second Term,77,A1
PERF6000,STD079,Civic Education,SS2,Third Term,42,E8
PERF6001,STD079,Civic Education,SS3,First Term,77,A1
PERF6002,STD079,Civic Education,SS3,Second Term,78,A1
PERF6003,STD079,Civic Education,SS3,Third Term,31,F9
PERF6004,STD079,Further Mathematics,SS1,First Term,53,C6
PERF6005,STD079,Further Mathematics,SS1,Second Term,32,F9
PERF6006,STD079,Further Mathematics,SS1,Third Term,74,B2
PERF6007,STD079,Further Mathematics,SS2,First Term,46,D7
PERF6008,STD079,Further Mathematics,SS2,Second Term,80,A1
PERF6009,STD079,Further Mathematics,SS2,Third Term,42,E8
PERF6010,STD079,Further Mathematics,SS3,First Term,19,F9
PERF6011,STD079,Further Mathematics,SS3,Second Term,54,C6
PERF6012,STD079,Further Mathematics,SS3,Third Term,66,B3
PERF6013,STD079,Computer Science,SS1,First Term,77,A1
PERF6014,STD079,Computer Science,SS1,Second Term,76,A1
PERF6015,STD079,Computer Science,SS1,Third Term,26,F9
PERF6016,STD079,Computer Science,SS2,First Term,80,A1
PERF6017,STD079,Computer Science,SS2,Second Term,27,F9
PERF6018,STD079,Computer Science,SS2,Third Term,32,F9
PERF6019,STD079,Computer Science,SS3,First Term,48,D7
PERF6020,STD079,Computer Science,SS3,Second Term,93,A1
PERF6021,STD079,Computer Science,SS3,Third Term,25,F9
PERF6022,STD079,Food & Nutrition,SS1,First Term,13,F9
PERF6023,STD079,Food & Nutrition,SS1,Second Term,23,F9
PERF6024,STD079,Food & Nutrition,SS1,Third Term,73,B2
PERF6025,STD079,Food & Nutrition,SS2,First Term,64,C4
PERF6026,STD079,Food & Nutrition,SS2,Second Term,80,A1
PERF6027,STD079,Food & Nutrition,SS2,Third Term,15,F9
PERF6028,STD079,Food & Nutrition,SS3,First Term,80,A1
PERF6029,STD079,Food & Nutrition,SS3,Second Term,56,C5
PERF6030,STD079,Food & Nutrition,SS3,Third Term,20,F9
PERF6031,STD079,Physics,SS1,First Term,81,A1
PERF6032,STD079,Physics,SS1,Second Term,78,A1
PERF6033,STD079,Physics,SS1,Third Term,73,B2
PERF6034,STD079,Physics,SS2,First Term,46,D7
PERF6035,STD079,Physics,SS2,Second Term,90,A1
PERF6036,STD079,Physics,SS2,Third Term,75,A1
PERF6037,STD079,Physics,SS3,First Term,25,F9
PERF6038,STD079,Physics,SS3,Second Term,65,B3
PERF6039,STD079,Physics,SS3,Third Term,39,F9
PERF6040,STD079,Agricultural Science,SS1,First Term,81,A1
PERF6041,STD079,Agricultural Science,SS1,Second Term,76,A1
PERF6042,STD079,Agricultural Science,SS1,Third Term,47,D7
PERF6043,STD079,Agricultural Science,SS2,First Term,39,F9
PERF6044,STD079,Agricultural Science,SS2,Second Term,40,E8
PERF6045,STD079,Agricultural Science,SS2,Third Term,86,A1
PERF6046,STD079,Agricultural Science,SS3,First Term,85,A1
PERF6047,STD079,Agricultural Science,SS3,Second Term,23,F9
PERF6048,STD079,Agricultural Science,SS3,Third Term,83,A1
PERF6049,STD079,Garment Making,SS1,First Term,85,A1
PERF6050,STD079,Garment Making,SS1,Second Term,52,C6
PERF6051,STD079,Garment Making,SS1,Third Term,34,F9
PERF6052,STD079,Garment Making,SS2,First Term,88,A1
PERF6053,STD079,Garment Making,SS2,Second Term,23,F9
PERF6054,STD079,Garment Making,SS2,Third Term,45,D7
PERF6055,STD079,Garment Making,SS3,First Term,33,F9
PERF6056,STD079,Garment Making,SS3,Second Term,67,B3
PERF6057,STD079,Garment Making,SS3,Third Term,18,F9
PERF6058,STD080,English Studies,SS1,First Term,23,F9
PERF6059,STD080,English Studies,SS1,Second Term,21,F9
PERF6060,STD080,English Studies,SS1,Third Term,42,E8
PERF6061,STD080,English Studies,SS2,First Term,94,A1
PERF6062,STD080,English Studies,SS2,Second Term,55,C5
PERF6063,STD080,English Studies,SS2,Third Term,82,A1
PERF6064,STD080,English Studies,SS3,First Term,78,A1
PERF6065,STD080,English Studies,SS3,Second Term,13,F9
PERF6066,STD080,English Studies,SS3,Third Term,87,A1
PERF6067,STD080,Mathematics,SS1,First Term,31,F9
PERF6068,STD080,Mathematics,SS1,Second Term,32,F9
PERF6069,STD080,Mathematics,SS1,Third Term,82,A1
PERF6070,STD080,Mathematics,SS2,First Term,50,C6
PERF6071,STD080,Mathematics,SS2,Second Term,12,F9
PERF6072,STD080,Mathematics,SS2,Third Term,28,F9
PERF6073,STD080,Mathematics,SS3,First Term,21,F9
PERF6074,STD080,Mathematics,SS3,Second Term,83,A1
PERF6075,STD080,Mathematics,SS3,Third Term,51,C6
PERF6076,STD080,Civic Education,SS1,First Term,58,C5
PERF6077,STD080,Civic Education,SS1,Second Term,82,A1
PERF6078,STD080,Civic Education,SS1,Third Term,36,F9
PERF6079,STD080,Civic Education,SS2,First Term,88,A1
PERF6080,STD080,Civic Education,SS2,Second Term,49,D7
PERF6081,STD080,Civic Education,SS2,Third Term,36,F9
PERF6082,STD080,Civic Education,SS3,First Term,81,A1
PERF6083,STD080,Civic Education,SS3,Second Term,66,B3
PERF6084,STD080,Civic Education,SS3,Third Term,92,A1
PERF6085,STD080,Computer Science,SS1,First Term,43,E8
PERF6086,STD080,Computer Science,SS1,Second Term,31,F9
PERF6087,STD080,Computer Science,SS1,Third Term,94,A1
PERF6088,STD080,Computer Science,SS2,First Term,56,C5
PERF6089,STD080,Computer Science,SS2,Second Term,76,A1
PERF6090,STD080,Computer Science,SS2,Third Term,90,A1
PERF6091,STD080,Computer Science,SS3,First Term,61,C4
PERF6092,STD080,Computer Science,SS3,Second Term,74,B2
PERF6093,STD080,Computer Science,SS3,Third Term,40,E8
PERF6094,STD080,Chemistry,SS1,First Term,59,C5
PERF6095,STD080,Chemistry,SS1,Second Term,37,F9
PERF6096,STD080,Chemistry,SS1,Third Term,63,C4
PERF6097,STD080,Chemistry,SS2,First Term,93,A1
PERF6098,STD080,Chemistry,SS2,Second Term,22,F9
PERF6099,STD080,Chemistry,SS2,Third Term,94,A1
PERF6100,STD080,Chemistry,SS3,First Term,64,C4
PERF6101,STD080,Chemistry,SS3,Second Term,53,C6
PERF6102,STD080,Chemistry,SS3,Third Term,62,C4
PERF6103,STD080,Further Mathematics,SS1,First Term,88,A1
PERF6104,STD080,Further Mathematics,SS1,Second Term,23,F9
PERF6105,STD080,Further Mathematics,SS1,Third Term,46,D7
PERF6106,STD080,Further Mathematics,SS2,First Term,63,C4
PERF6107,STD080,Further Mathematics,SS2,Second Term,13,F9
PERF6108,STD080,Further Mathematics,SS2,Third Term,80,A1
PERF6109,STD080,Further Mathematics,SS3,First Term,57,C5
PERF6110,STD080,Further Mathematics,SS3,Second Term,52,C6
PERF6111,STD080,Further Mathematics,SS3,Third Term,51,C6
PERF6112,STD080,Economics,SS1,First Term,27,F9
PERF6113,STD080,Economics,SS1,Second Term,90,A1
PERF6114,STD080,Economics,SS1,Third Term,42,E8
PERF6115,STD080,Economics,SS2,First Term,69,B3
PERF6116,STD080,Economics,SS2,Second Term,50,C6
PERF6117,STD080,Economics,SS2,Third Term,42,E8
PERF6118,STD080,Economics,SS3,First Term,90,A1
PERF6119,STD080,Economics,SS3,Second Term,67,B3
PERF6120,STD080,Economics,SS3,Third Term,91,A1
PERF6121,STD080,Data Processing,SS1,First Term,76,A1
PERF6122,STD080,Data Processing,SS1,Second Term,77,A1
PERF6123,STD080,Data Processing,SS1,Third Term,29,F9
PERF6124,STD080,Data Processing,SS2,First Term,37,F9
PERF6125,STD080,Data Processing,SS2,Second Term,22,F9
PERF6126,STD080,Data Processing,SS2,Third Term,28,F9
PERF6127,STD080,Data Processing,SS3,First Term,85,A1
PERF6128,STD080,Data Processing,SS3,Second Term,39,F9
PERF6129,STD080,Data Processing,SS3,Third Term,27,F9
PERF6130,STD081,English Studies,SS1,First Term,86,A1
PERF6131,STD081,English Studies,SS1,Second Term,34,F9
PERF6132,STD081,English Studies,SS1,Third Term,92,A1
PERF6133,STD081,English Studies,SS2,First Term,53,C6
PERF6134,STD081,English Studies,SS2,Second Term,13,F9
PERF6135,STD081,English Studies,SS2,Third Term,55,C5
PERF6136,STD081,English Studies,SS3,First Term,81,A1
PERF6137,STD081,English Studies,SS3,Second Term,55,C5
PERF6138,STD081,English Studies,SS3,Third Term,76,A1
PERF6139,STD081,Mathematics,SS1,First Term,31,F9
PERF6140,STD081,Mathematics,SS1,Second Term,53,C6
PERF6141,STD081,Mathematics,SS1,Third Term,87,A1
PERF6142,STD081,Mathematics,SS2,First Term,54,C6
PERF6143,STD081,Mathematics,SS2,Second Term,36,F9
PERF6144,STD081,Mathematics,SS2,Third Term,41,E8
PERF6145,STD081,Mathematics,SS3,First Term,73,B2
PERF6146,STD081,Mathematics,SS3,Second Term,80,A1
PERF6147,STD081,Mathematics,SS3,Third Term,68,B3
PERF6148,STD081,Civic Education,SS1,First Term,77,A1
PERF6149,STD081,Civic Education,SS1,Second Term,73,B2
PERF6150,STD081,Civic Education,SS1,Third Term,44,E8
PERF6151,STD081,Civic Education,SS2,First Term,71,B2
PERF6152,STD081,Civic Education,SS2,Second Term,34,F9
PERF6153,STD081,Civic Education,SS2,Third Term,83,A1
PERF6154,STD081,Civic Education,SS3,First Term,50,C6
PERF6155,STD081,Civic Education,SS3,Second Term,32,F9
PERF6156,STD081,Civic Education,SS3,Third Term,54,C6
PERF6157,STD081,Geography,SS1,First Term,33,F9
PERF6158,STD081,Geography,SS1,Second Term,35,F9
PERF6159,STD081,Geography,SS1,Third Term,63,C4
PERF6160,STD081,Geography,SS2,First Term,85,A1
PERF6161,STD081,Geography,SS2,Second Term,70,B2
PERF6162,STD081,Geography,SS2,Third Term,77,A1
PERF6163,STD081,Geography,SS3,First Term,95,A1
PERF6164,STD081,Geography,SS3,Second Term,84,A1
PERF6165,STD081,Geography,SS3,Third Term,82,A1
PERF6166,STD081,Physics,SS1,First Term,90,A1
PERF6167,STD081,Physics,SS1,Second Term,63,C4
PERF6168,STD081,Physics,SS1,Third Term,26,F9
PERF6169,STD081,Physics,SS2,First Term,60,C4
PERF6170,STD081,Physics,SS2,Second Term,66,B3
PERF6171,STD081,Physics,SS2,Third Term,46,D7
PERF6172,STD081,Physics,SS3,First Term,73,B2
PERF6173,STD081,Physics,SS3,Second Term,75,A1
PERF6174,STD081,Physics,SS3,Third Term,50,C6
PERF6175,STD081,Chemistry,SS1,First Term,61,C4
PERF6176,STD081,Chemistry,SS1,Second Term,14,F9
PERF6177,STD081,Chemistry,SS1,Third Term,13,F9
PERF6178,STD081,Chemistry,SS2,First Term,67,B3
PERF6179,STD081,Chemistry,SS2,Second Term,41,E8
PERF6180,STD081,Chemistry,SS2,Third Term,19,F9
PERF6181,STD081,Chemistry,SS3,First Term,88,A1
PERF6182,STD081,Chemistry,SS3,Second Term,80,A1
PERF6183,STD081,Chemistry,SS3,Third Term,63,C4
PERF6184,STD081,Agricultural Science,SS1,First Term,23,F9
PERF6185,STD081,Agricultural Science,SS1,Second Term,92,A1
PERF6186,STD081,Agricultural Science,SS1,Third Term,89,A1
PERF6187,STD081,Agricultural Science,SS2,First Term,50,C6
PERF6188,STD081,Agricultural Science,SS2,Second Term,19,F9
PERF6189,STD081,Agricultural Science,SS2,Third Term,36,F9
PERF6190,STD081,Agricultural Science,SS3,First Term,64,C4
PERF6191,STD081,Agricultural Science,SS3,Second Term,22,F9
PERF6192,STD081,Agricultural Science,SS3,Third Term,24,F9
PERF6193,STD081,Economics,SS1,First Term,65,B3
PERF6194,STD081,Economics,SS1,Second Term,59,C5
PERF6195,STD081,Economics,SS1,Third Term,81,A1
PERF6196,STD081,Economics,SS2,First Term,41,E8
PERF6197,STD081,Economics,SS2,Second Term,73,B2
PERF6198,STD081,Economics,SS2,Third Term,89,A1
PERF6199,STD081,Economics,SS3,First Term,81,A1
PERF6200,STD081,Economics,SS3,Second Term,63,C4
PERF6201,STD081,Economics,SS3,Third Term,14,F9
PERF6202,STD081,Data Processing,SS1,First Term,83,A1
PERF6203,STD081,Data Processing,SS1,Second Term,46,D7
PERF6204,STD081,Data Processing,SS1,Third Term,50,C6
PERF6205,STD081,Data Processing,SS2,First Term,94,A1
PERF6206,STD081,Data Processing,SS2,Second Term,69,B3
PERF6207,STD081,Data Processing,SS2,Third Term,63,C4
PERF6208,STD081,Data Processing,SS3,First Term,94,A1
PERF6209,STD081,Data Processing,SS3,Second Term,13,F9
PERF6210,STD081,Data Processing,SS3,Third Term,35,F9
PERF6211,STD082,English Studies,SS1,First Term,41,E8
PERF6212,STD082,English Studies,SS1,Second Term,82,A1
PERF6213,STD082,English Studies,SS1,Third Term,54,C6
PERF6214,STD082,English Studies,SS2,First Term,37,F9
PERF6215,STD082,English Studies,SS2,Second Term,56,C5
PERF6216,STD082,English Studies,SS2,Third Term,24,F9
PERF6217,STD082,English Studies,SS3,First Term,47,D7
PERF6218,STD082,English Studies,SS3,Second Term,28,F9
PERF6219,STD082,English Studies,SS3,Third Term,82,A1
PERF6220,STD082,Mathematics,SS1,First Term,84,A1
PERF6221,STD082,Mathematics,SS1,Second Term,85,A1
PERF6222,STD082,Mathematics,SS1,Third Term,33,F9
PERF6223,STD082,Mathematics,SS2,First Term,91,A1
PERF6224,STD082,Mathematics,SS2,Second Term,65,B3
PERF6225,STD082,Mathematics,SS2,Third Term,12,F9
PERF6226,STD082,Mathematics,SS3,First Term,75,A1
PERF6227,STD082,Mathematics,SS3,Second Term,94,A1
PERF6228,STD082,Mathematics,SS3,Third Term,13,F9
PERF6229,STD082,Civic Education,SS1,First Term,76,A1
PERF6230,STD082,Civic Education,SS1,Second Term,86,A1
PERF6231,STD082,Civic Education,SS1,Third Term,76,A1
PERF6232,STD082,Civic Education,SS2,First Term,75,A1
PERF6233,STD082,Civic Education,SS2,Second Term,92,A1
PERF6234,STD082,Civic Education,SS2,Third Term,69,B3
PERF6235,STD082,Civic Education,SS3,First Term,37,F9
PERF6236,STD082,Civic Education,SS3,Second Term,81,A1
PERF6237,STD082,Civic Education,SS3,Third Term,90,A1
PERF6238,STD082,Further Mathematics,SS1,First Term,71,B2
PERF6239,STD082,Further Mathematics,SS1,Second Term,91,A1
PERF6240,STD082,Further Mathematics,SS1,Third Term,62,C4
PERF6241,STD082,Further Mathematics,SS2,First Term,32,F9
PERF6242,STD082,Further Mathematics,SS2,Second Term,63,C4
PERF6243,STD082,Further Mathematics,SS2,Third Term,38,F9
PERF6244,STD082,Further Mathematics,SS3,First Term,27,F9
PERF6245,STD082,Further Mathematics,SS3,Second Term,38,F9
PERF6246,STD082,Further Mathematics,SS3,Third Term,56,C5
PERF6247,STD082,Food & Nutrition,SS1,First Term,12,F9
PERF6248,STD082,Food & Nutrition,SS1,Second Term,89,A1
PERF6249,STD082,Food & Nutrition,SS1,Third Term,65,B3
PERF6250,STD082,Food & Nutrition,SS2,First Term,76,A1
PERF6251,STD082,Food & Nutrition,SS2,Second Term,51,C6
PERF6252,STD082,Food & Nutrition,SS2,Third Term,45,D7
PERF6253,STD082,Food & Nutrition,SS3,First Term,69,B3
PERF6254,STD082,Food & Nutrition,SS3,Second Term,54,C6
PERF6255,STD082,Food & Nutrition,SS3,Third Term,46,D7
PERF6256,STD082,Physics,SS1,First Term,42,E8
PERF6257,STD082,Physics,SS1,Second Term,90,A1
PERF6258,STD082,Physics,SS1,Third Term,16,F9
PERF6259,STD082,Physics,SS2,First Term,21,F9
PERF6260,STD082,Physics,SS2,Second Term,31,F9
PERF6261,STD082,Physics,SS2,Third Term,56,C5
PERF6262,STD082,Physics,SS3,First Term,65,B3
PERF6263,STD082,Physics,SS3,Second Term,66,B3
PERF6264,STD082,Physics,SS3,Third Term,64,C4
PERF6265,STD082,Economics,SS1,First Term,90,A1
PERF6266,STD082,Economics,SS1,Second Term,25,F9
PERF6267,STD082,Economics,SS1,Third Term,44,E8
PERF6268,STD082,Economics,SS2,First Term,65,B3
PERF6269,STD082,Economics,SS2,Second Term,57,C5
PERF6270,STD082,Economics,SS2,Third Term,60,C4
PERF6271,STD082,Economics,SS3,First Term,91,A1
PERF6272,STD082,Economics,SS3,Second Term,73,B2
PERF6273,STD082,Economics,SS3,Third Term,76,A1
PERF6274,STD082,Mechanics,SS1,First Term,74,B2
PERF6275,STD082,Mechanics,SS1,Second Term,67,B3
PERF6276,STD082,Mechanics,SS1,Third Term,66,B3
PERF6277,STD082,Mechanics,SS2,First Term,57,C5
PERF6278,STD082,Mechanics,SS2,Second Term,91,A1
PERF6279,STD082,Mechanics,SS2,Third Term,12,F9
PERF6280,STD082,Mechanics,SS3,First Term,48,D7
PERF6281,STD082,Mechanics,SS3,Second Term,87,A1
PERF6282,STD082,Mechanics,SS3,Third Term,42,E8
PERF6283,STD083,English Studies,SS1,First Term,70,B2
PERF6284,STD083,English Studies,SS1,Second Term,26,F9
PERF6285,STD083,English Studies,SS1,Third Term,37,F9
PERF6286,STD083,English Studies,SS2,First Term,81,A1
PERF6287,STD083,English Studies,SS2,Second Term,59,C5
PERF6288,STD083,English Studies,SS2,Third Term,55,C5
PERF6289,STD083,English Studies,SS3,First Term,19,F9
PERF6290,STD083,English Studies,SS3,Second Term,17,F9
PERF6291,STD083,English Studies,SS3,Third Term,33,F9
PERF6292,STD083,Mathematics,SS1,First Term,77,A1
PERF6293,STD083,Mathematics,SS1,Second Term,44,E8
PERF6294,STD083,Mathematics,SS1,Third Term,33,F9
PERF6295,STD083,Mathematics,SS2,First Term,21,F9
PERF6296,STD083,Mathematics,SS2,Second Term,52,C6
PERF6297,STD083,Mathematics,SS2,Third Term,46,D7
PERF6298,STD083,Mathematics,SS3,First Term,60,C4
PERF6299,STD083,Mathematics,SS3,Second Term,75,A1
PERF6300,STD083,Mathematics,SS3,Third Term,17,F9
PERF6301,STD083,Civic Education,SS1,First Term,87,A1
PERF6302,STD083,Civic Education,SS1,Second Term,69,B3
PERF6303,STD083,Civic Education,SS1,Third Term,93,A1
PERF6304,STD083,Civic Education,SS2,First Term,69,B3
PERF6305,STD083,Civic Education,SS2,Second Term,22,F9
PERF6306,STD083,Civic Education,SS2,Third Term,82,A1
PERF6307,STD083,Civic Education,SS3,First Term,67,B3
PERF6308,STD083,Civic Education,SS3,Second Term,67,B3
PERF6309,STD083,Civic Education,SS3,Third Term,44,E8
PERF6310,STD083,Geography,SS1,First Term,41,E8
PERF6311,STD083,Geography,SS1,Second Term,73,B2
PERF6312,STD083,Geography,SS1,Third Term,26,F9
PERF6313,STD083,Geography,SS2,First Term,49,D7
PERF6314,STD083,Geography,SS2,Second Term,93,A1
PERF6315,STD083,Geography,SS2,Third Term,56,C5
PERF6316,STD083,Geography,SS3,First Term,87,A1
PERF6317,STD083,Geography,SS3,Second Term,79,A1
PERF6318,STD083,Geography,SS3,Third Term,48,D7
PERF6319,STD083,Economics,SS1,First Term,69,B3
PERF6320,STD083,Economics,SS1,Second Term,83,A1
PERF6321,STD083,Economics,SS1,Third Term,12,F9
PERF6322,STD083,Economics,SS2,First Term,85,A1
PERF6323,STD083,Economics,SS2,Second Term,18,F9
PERF6324,STD083,Economics,SS2,Third Term,64,C4
PERF6325,STD083,Economics,SS3,First Term,22,F9
PERF6326,STD083,Economics,SS3,Second Term,23,F9
PERF6327,STD083,Economics,SS3,Third Term,27,F9
PERF6328,STD083,Agricultural Science,SS1,First Term,62,C4
PERF6329,STD083,Agricultural Science,SS1,Second Term,61,C4
PERF6330,STD083,Agricultural Science,SS1,Third Term,19,F9
PERF6331,STD083,Agricultural Science,SS2,First Term,74,B2
PERF6332,STD083,Agricultural Science,SS2,Second Term,66,B3
PERF6333,STD083,Agricultural Science,SS2,Third Term,61,C4
PERF6334,STD083,Agricultural Science,SS3,First Term,28,F9
PERF6335,STD083,Agricultural Science,SS3,Second Term,82,A1
PERF6336,STD083,Agricultural Science,SS3,Third Term,44,E8
PERF6337,STD083,Technical Drawing,SS1,First Term,43,E8
PERF6338,STD083,Technical Drawing,SS1,Second Term,70,B2
PERF6339,STD083,Technical Drawing,SS1,Third Term,90,A1
PERF6340,STD083,Technical Drawing,SS2,First Term,90,A1
PERF6341,STD083,Technical Drawing,SS2,Second Term,27,F9
PERF6342,STD083,Technical Drawing,SS2,Third Term,16,F9
PERF6343,STD083,Technical Drawing,SS3,First Term,50,C6
PERF6344,STD083,Technical Drawing,SS3,Second Term,68,B3
PERF6345,STD083,Technical Drawing,SS3,Third Term,55,C5
PERF6346,STD083,Bookkeeping,SS1,First Term,69,B3
PERF6347,STD083,Bookkeeping,SS1,Second Term,70,B2
PERF6348,STD083,Bookkeeping,SS1,Third Term,20,F9
PERF6349,STD083,Bookkeeping,SS2,First Term,72,B2
PERF6350,STD083,Bookkeeping,SS2,Second Term,41,E8
PERF6351,STD083,Bookkeeping,SS2,Third Term,39,F9
PERF6352,STD083,Bookkeeping,SS3,First Term,92,A1
PERF6353,STD083,Bookkeeping,SS3,Second Term,70,B2
PERF6354,STD083,Bookkeeping,SS3,Third Term,77,A1
PERF6355,STD084,English Studies,SS1,First Term,34,F9
PERF6356,STD084,English Studies,SS1,Second Term,34,F9
PERF6357,STD084,English Studies,SS1,Third Term,91,A1
PERF6358,STD084,English Studies,SS2,First Term,25,F9
PERF6359,STD084,English Studies,SS2,Second Term,31,F9
